property_id,location,latitude,longitude,builder_name,property_type,furnishing,listing_type,sqft,bedrooms,bathrooms,balconies,parking,floor,total_floors,age,amenities_count,distance_metro,distance_school,distance_hospital,distance_cbd,connectivity_score,safety_score,school_score,price,demand_score,liquidity_score,roi,market_trend,listing_date
BLR-21900,Marathahalli,12.966092,77.707683,Salarpuria Sattva,Apartment,Unfurnished,New Launch,2749,2,1,1,1,12,12,4,4,2.42,3.35,5.31,12.27,7.2,5,5,25222656,45,56,10.68,0.0906,2020-09-27
BLR-21901,Koramangala,12.943264,77.622723,Salarpuria Sattva,Villa,Unfurnished,Ready to Move,2125,3,4,3,2,2,2,7,13,2.49,4.0,1.32,4.38,8.3,9,7,47075570,51,94,4.36,0.0661,2021-11-24
BLR-21902,BTM Layout,12.923242,77.613222,Sobha Ltd,Apartment,Unfurnished,Resale,2282,2,2,1,0,2,6,21,13,2.99,0.33,8.61,5.74,7.9,10,9,22337345,52,87,9.15,0.0837,2022-12-13
BLR-21903,Sarjapur Road,12.912534,77.670022,Salarpuria Sattva,Builder Floor,Semi-furnished,Ready to Move,2581,3,3,2,0,21,21,24,9,7.96,1.55,6.51,10.49,5.2,10,6,16961289,71,87,17.68,0.1185,2022-02-06
BLR-21904,BTM Layout,12.924823,77.615709,Godrej Properties,Apartment,Semi-furnished,Ready to Move,2749,3,2,2,0,2,12,19,9,3.11,0.71,1.74,5.68,7.9,9,7,26573450,86,94,8.98,0.1038,2024-03-09
BLR-21905,Jayanagar,12.926515,77.596302,Brigade Group,Apartment,Unfurnished,Resale,2513,4,4,1,1,11,13,18,4,0.8,6.64,9.96,5.02,8.9,9,9,36294761,97,65,4.46,0.0772,2022-09-26
BLR-21906,Devanahalli,13.114579,77.701356,Prestige Group,Apartment,Semi-furnished,Resale,651,2,1,0,1,5,18,9,16,8.92,1.96,7.29,19.66,3.5,8,10,5768017,64,32,21.2,0.2035,2023-07-09
BLR-21907,Kanakapura Road,12.866436,77.547532,Lodha Group,Builder Floor,Fully-furnished,Resale,1176,3,2,1,0,2,18,3,7,9.38,6.18,9.24,12.76,4.3,6,5,9128411,84,78,12.36,0.1783,2023-06-30
BLR-21908,Hennur,13.034032,77.64721,Prestige Group,Plot,Fully-furnished,New Launch,1413,0,0,0,2,0,0,22,19,7.91,5.68,7.18,8.98,5.5,5,8,8596929,48,28,15.44,0.1581,2024-10-04
BLR-21909,Whitefield,12.959269,77.7616,Brigade Group,Apartment,Unfurnished,Ready to Move,2069,4,4,1,1,1,8,12,13,3.43,2.72,5.98,18.15,5.9,7,6,21393750,82,45,9.55,0.1012,2022-12-25
BLR-21910,Devanahalli,13.12132,77.713336,Prestige Group,Builder Floor,Fully-furnished,Ready to Move,2105,3,2,2,1,4,12,10,18,14.69,5.23,1.9,21.04,1.0,8,7,15500351,88,60,20.47,0.1632,2020-05-24
BLR-21911,Jayanagar,12.938463,77.595115,Mantri Developers,Apartment,Semi-furnished,New Launch,1353,2,1,2,1,24,24,5,17,1.95,4.59,9.98,3.69,8.7,7,4,28244348,60,59,4.81,0.049,2020-01-24
BLR-21912,Malleswaram,13.005376,77.550747,Mantri Developers,Apartment,Semi-furnished,Ready to Move,1365,1,1,0,0,2,25,0,14,1.55,0.86,7.82,6.06,8.5,7,4,26093938,80,54,4.37,0.0303,2021-02-23
BLR-21913,HSR Layout,12.908684,77.652481,Lodha Group,Apartment,Unfurnished,Ready to Move,2425,3,3,0,0,1,5,13,9,4.84,0.32,1.66,9.4,6.7,10,9,27154935,87,82,7.57,0.1224,2024-10-18
BLR-21914,Marathahalli,12.967627,77.69738,Lodha Group,Apartment,Semi-furnished,New Launch,2780,2,2,2,1,13,21,16,11,4.16,6.42,3.17,11.15,6.7,7,6,21267515,65,91,13.23,0.1262,2022-11-14
BLR-21915,Indiranagar,12.960771,77.64599,Mantri Developers,Apartment,Semi-furnished,Ready to Move,953,2,2,0,0,9,11,23,7,1.2,4.95,9.77,5.7,8.7,10,10,16012906,68,61,6.86,0.0788,2022-12-15
BLR-21916,Marathahalli,12.945376,77.709896,Assetz Property Group,Apartment,Semi-furnished,Ready to Move,2181,5,4,1,1,6,16,8,16,2.85,6.27,4.06,12.83,6.9,10,10,21665406,61,63,14.99,0.1199,2024-09-28
BLR-21917,Electronic City,12.852884,77.656192,Salarpuria Sattva,Apartment,Unfurnished,New Launch,759,3,2,0,1,3,15,9,12,7.32,4.5,8.3,14.79,4.9,7,5,6524816,66,35,13.11,0.1344,2021-08-26
BLR-21918,Sarjapur Road,12.90794,77.688708,Puravankara,Builder Floor,Semi-furnished,New Launch,1129,2,1,0,0,4,14,10,2,8.26,3.77,7.9,12.41,4.8,5,7,8330760,76,33,17.34,0.1398,2021-01-28
BLR-21919,Jayanagar,12.92637,77.573394,Salarpuria Sattva,Builder Floor,Semi-furnished,Ready to Move,2110,2,2,0,1,3,12,2,6,1.6,7.1,8.74,5.53,8.5,8,6,35196661,48,75,5.73,0.0523,2024-09-18
BLR-21920,Hennur,13.035062,77.641873,Mantri Developers,Apartment,Unfurnished,Resale,2800,5,4,1,0,3,21,9,14,3.53,3.86,2.5,8.72,7.3,5,9,18292364,39,83,10.81,0.1312,2020-10-16
BLR-21921,Rajajinagar,12.992057,77.540883,Assetz Property Group,Builder Floor,Fully-furnished,New Launch,1543,3,2,0,1,12,14,9,5,2.19,6.46,0.34,6.25,8.2,9,4,20082486,87,30,5.26,0.0631,2024-08-03
BLR-21922,HSR Layout,12.920944,77.642557,Sobha Ltd,Villa,Fully-furnished,Ready to Move,4309,5,3,1,2,1,3,20,13,0.63,1.93,6.01,7.66,8.6,6,10,82526171,67,32,10.33,0.1219,2020-11-10
BLR-21923,Indiranagar,12.971779,77.642002,Godrej Properties,Builder Floor,Fully-furnished,Resale,986,3,3,2,1,11,18,23,15,2.95,4.98,2.18,5.14,8.0,10,5,22154363,89,76,8.12,0.0712,2023-06-12
BLR-21924,Koramangala,12.931368,77.615109,Sobha Ltd,Apartment,Semi-furnished,Resale,1261,1,1,2,1,13,22,8,19,0.76,4.59,6.56,5.0,8.9,5,8,30732413,38,81,6.53,0.0628,2020-02-26
BLR-21925,Rajajinagar,12.997688,77.557518,Puravankara,Apartment,Semi-furnished,New Launch,1815,2,2,1,1,3,4,13,14,2.93,3.75,2.04,4.96,8.1,9,7,24099131,57,56,4.43,0.0492,2022-09-17
BLR-21926,Bannerghatta Road,12.86338,77.600106,Salarpuria Sattva,Builder Floor,Semi-furnished,Ready to Move,813,2,2,2,1,7,7,17,9,4.84,4.92,5.25,12.05,6.3,9,7,6715666,57,35,13.97,0.1436,2022-12-04
BLR-21927,BTM Layout,12.922494,77.622958,Lodha Group,Apartment,Semi-furnished,Ready to Move,2339,4,4,1,0,3,18,9,3,1.5,5.52,4.35,6.27,8.5,8,8,26484962,35,46,12.16,0.0791,2020-09-09
BLR-21928,Hebbal,13.039262,77.586275,Prestige Group,Apartment,Unfurnished,Ready to Move,1571,3,2,0,1,12,25,19,13,2.34,5.72,1.49,7.58,7.9,8,6,17742877,42,92,8.39,0.1349,2021-05-01
BLR-21929,Yelahanka,13.109307,77.595624,Salarpuria Sattva,Villa,Unfurnished,New Launch,2865,5,3,2,1,1,2,1,7,8.13,5.37,3.51,15.31,4.5,9,8,25188348,47,42,14.87,0.1546,2020-08-28
BLR-21930,Malleswaram,13.004001,77.554001,Shriram Properties,Apartment,Semi-furnished,Ready to Move,1778,5,4,2,0,3,20,16,7,2.6,2.21,6.82,5.69,8.1,10,8,21595810,69,95,3.45,0.0635,2023-07-17
BLR-21931,Marathahalli,12.956836,77.691727,Salarpuria Sattva,Builder Floor,Fully-furnished,Resale,2986,5,5,2,0,17,17,13,3,3.58,5.49,8.09,10.65,7.0,7,6,27087624,75,31,8.8,0.1112,2024-12-24
BLR-21932,Devanahalli,13.100291,77.725151,Shriram Properties,Builder Floor,Semi-furnished,New Launch,1003,1,1,0,0,4,16,5,15,6.31,3.91,6.37,20.12,4.5,8,8,6166605,62,52,19.69,0.1621,2022-05-24
BLR-21933,KR Puram,13.008236,77.683928,Mantri Developers,Apartment,Semi-furnished,Resale,1410,3,3,0,1,3,25,10,15,2.84,4.54,1.02,10.5,7.3,5,7,11235827,83,86,14.14,0.1187,2024-05-18
BLR-21934,Koramangala,12.938256,77.637124,Prestige Group,Apartment,Unfurnished,Resale,2997,5,4,2,0,2,10,3,20,3.93,2.49,4.02,5.91,7.5,7,6,51604493,82,60,5.51,0.0404,2020-09-16
BLR-21935,Electronic City,12.839677,77.657681,Assetz Property Group,Villa,Semi-furnished,Resale,4837,4,3,1,2,1,3,0,15,8.84,4.54,7.36,16.18,4.0,7,4,53205996,74,82,12.72,0.1318,2020-07-28
BLR-21936,Whitefield,12.976614,77.74912,Assetz Property Group,Apartment,Unfurnished,New Launch,2093,3,2,0,1,17,21,7,11,4.6,2.55,4.42,16.75,5.6,6,8,21307791,95,30,14.11,0.0923,2023-04-19
BLR-21937,Indiranagar,12.96988,77.637849,Mantri Developers,Apartment,Fully-furnished,Resale,2973,4,3,1,1,4,4,9,3,0.43,3.41,9.53,4.69,9.1,8,5,67716604,32,75,6.5,0.1073,2021-11-19
BLR-21938,Basavanagudi,12.934901,77.580729,Lodha Group,Builder Floor,Unfurnished,Ready to Move,1361,2,1,0,1,14,14,19,6,2.86,1.33,4.79,4.35,8.2,5,4,14338046,87,36,5.46,0.0555,2021-12-22
BLR-21939,Whitefield,12.964687,77.750025,Prestige Group,Penthouse,Semi-furnished,Resale,2998,3,4,2,2,24,24,15,16,4.59,3.08,8.13,16.86,5.6,10,6,46668339,47,82,9.05,0.1083,2022-06-01
BLR-21940,Marathahalli,12.969885,77.701714,Puravankara,Villa,Semi-furnished,Resale,3621,4,3,1,2,1,4,14,13,2.27,5.65,7.47,11.61,7.4,9,10,40552908,37,51,11.98,0.1016,2021-08-22
BLR-21941,Kanakapura Road,12.873601,77.566,Lodha Group,Penthouse,Fully-furnished,New Launch,3559,5,4,3,1,21,21,5,12,9.8,1.94,7.25,11.33,4.4,8,10,44490971,67,71,15.95,0.1478,2021-01-15
BLR-21942,Rajajinagar,12.990796,77.549454,Mantri Developers,Builder Floor,Fully-furnished,Resale,2342,5,5,0,0,15,22,2,13,1.9,7.98,5.67,5.34,8.4,9,8,38823341,52,70,9.99,0.0871,2024-06-06
BLR-21943,Jayanagar,12.918262,77.572603,Brigade Group,Apartment,Semi-furnished,Resale,1878,2,1,2,1,10,13,7,17,2.63,7.65,7.33,6.39,8.0,9,10,32979428,76,63,4.84,0.052,2022-04-04
BLR-21944,Whitefield,12.965261,77.760664,Sobha Ltd,Apartment,Unfurnished,Ready to Move,2720,5,5,0,1,17,25,11,12,5.73,4.16,7.6,18.01,5.0,6,9,26594456,92,62,11.63,0.1358,2023-11-08
BLR-21945,BTM Layout,12.905438,77.614046,Mantri Developers,Apartment,Fully-furnished,Resale,2024,2,1,1,1,5,16,0,7,2.88,4.56,5.22,7.65,7.7,9,4,28739168,30,27,9.04,0.1143,2023-10-14
BLR-21946,BTM Layout,12.909223,77.612458,Assetz Property Group,Apartment,Semi-furnished,Resale,1620,2,2,2,0,14,24,1,11,3.39,4.58,2.12,7.2,7.6,5,6,21540391,90,43,13.99,0.1263,2021-06-21
BLR-21947,HSR Layout,12.91892,77.658806,Brigade Group,Apartment,Unfurnished,New Launch,525,2,2,2,0,10,13,2,19,2.77,5.08,9.71,9.1,7.5,8,5,11579778,95,91,11.58,0.1192,2022-01-11
BLR-21948,Whitefield,12.962474,77.750613,Sobha Ltd,Plot,Semi-furnished,Resale,1593,0,0,0,1,0,0,16,20,5.67,1.9,2.1,16.94,5.2,5,6,10244827,35,87,11.15,0.1331,2021-07-26
BLR-21949,Hennur,13.059949,77.65377,Prestige Group,Builder Floor,Semi-furnished,Resale,2330,3,3,0,0,7,23,5,6,7.91,6.32,8.72,11.73,5.1,8,4,19122765,71,37,12.99,0.1286,2024-06-28
BLR-21950,Rajajinagar,12.992942,77.55979,Brigade Group,Villa,Fully-furnished,Resale,3362,5,2,1,1,3,4,13,8,0.58,1.09,3.39,4.46,9.1,6,6,69451697,78,71,7.55,0.0911,2022-01-31
BLR-21951,Electronic City,12.833207,77.672319,Prestige Group,Builder Floor,Fully-furnished,Ready to Move,757,3,2,0,1,8,24,4,6,6.19,7.02,1.14,17.54,4.9,8,10,7180669,84,38,13.35,0.1636,2023-10-30
BLR-21952,Electronic City,12.835625,77.659829,Puravankara,Villa,Unfurnished,Resale,4228,4,4,1,1,3,4,8,16,5.71,7.73,2.88,16.69,5.2,5,10,31831250,92,75,15.82,0.1327,2023-03-09
BLR-21953,BTM Layout,12.926067,77.624106,Assetz Property Group,Apartment,Fully-furnished,Ready to Move,1554,2,2,1,1,7,11,5,2,0.32,3.88,8.5,5.99,9.0,7,9,22544095,77,27,10.9,0.1249,2023-09-29
BLR-21954,Marathahalli,12.968597,77.694962,Puravankara,Apartment,Unfurnished,New Launch,1000,2,2,0,0,19,23,22,3,4.25,0.65,3.25,10.88,6.7,6,8,7101884,46,48,13.86,0.1169,2023-08-17
BLR-21955,Whitefield,12.958449,77.745598,Assetz Property Group,Apartment,Semi-furnished,Resale,918,3,3,1,1,1,14,5,9,4.07,6.35,5.94,16.43,5.9,5,10,10691753,40,34,14.18,0.1386,2021-05-18
BLR-21956,Electronic City,12.840321,77.673623,Mantri Developers,Villa,Fully-furnished,Resale,4117,3,2,2,1,3,2,18,15,7.08,0.63,6.21,16.92,4.6,9,4,34267284,41,69,16.39,0.1665,2020-06-11
BLR-21957,Jayanagar,12.922273,77.572496,Lodha Group,Apartment,Fully-furnished,Ready to Move,2567,4,4,0,1,7,7,6,5,2.63,2.38,4.08,5.99,8.0,10,4,46077613,57,92,9.87,0.037,2021-07-29
BLR-21958,Yelahanka,13.08856,77.591467,Godrej Properties,Plot,Unfurnished,Ready to Move,2647,0,0,0,1,0,0,22,11,11.96,0.82,4.95,13.01,3.3,7,5,9353455,42,53,15.91,0.1713,2024-03-04
BLR-21959,JP Nagar,12.896618,77.587665,Prestige Group,Plot,Semi-furnished,Resale,1697,0,0,0,2,0,0,11,3,3.91,4.26,1.31,8.37,7.2,8,4,11933410,53,47,9.48,0.0623,2022-04-05
BLR-21960,Yelahanka,13.095294,77.601448,Mantri Developers,Apartment,Semi-furnished,Ready to Move,2619,3,2,0,0,5,22,2,7,4.22,4.5,8.82,13.77,6.2,10,4,17578428,44,91,18.84,0.1761,2023-09-02
BLR-21961,Rajajinagar,12.983905,77.562557,Salarpuria Sattva,Villa,Semi-furnished,New Launch,4546,5,4,1,1,1,3,6,11,1.53,2.3,3.4,3.73,8.8,9,8,86710713,69,80,6.88,0.0653,2022-11-10
BLR-21962,Malleswaram,12.998146,77.576068,Puravankara,Plot,Fully-furnished,Resale,1126,0,0,0,2,0,0,11,8,1.52,4.64,9.61,3.57,8.9,7,8,13481542,34,33,4.13,0.0778,2024-08-07
BLR-21963,Marathahalli,12.958195,77.692092,Godrej Properties,Apartment,Fully-furnished,Resale,1515,4,4,0,0,7,10,1,9,1.77,2.95,4.02,10.67,7.7,9,5,20627449,52,62,9.86,0.1018,2023-10-12
BLR-21964,Jayanagar,12.917344,77.597685,Puravankara,Plot,Fully-furnished,Ready to Move,2378,0,0,0,2,0,0,25,10,2.79,1.88,5.44,6.04,8.0,8,5,22369551,73,43,5.74,0.0634,2024-12-28
BLR-21965,Bannerghatta Road,12.868536,77.597834,Sobha Ltd,Apartment,Fully-furnished,Ready to Move,1427,1,1,2,1,12,25,12,5,4.4,5.61,5.32,11.47,6.5,6,10,12273801,75,74,12.41,0.1482,2020-10-21
BLR-21966,Whitefield,12.982422,77.757973,Shriram Properties,Builder Floor,Fully-furnished,Ready to Move,1867,3,2,1,0,2,3,25,8,1.27,0.78,2.26,17.74,6.8,7,10,19042066,47,89,11.98,0.1232,2024-02-17
BLR-21967,Hennur,13.035867,77.628443,Prestige Group,Apartment,Semi-furnished,Resale,1171,1,1,2,0,13,13,18,2,7.78,4.41,9.1,8.03,5.7,5,4,8369689,65,84,12.46,0.1567,2021-09-25
BLR-21968,Koramangala,12.950074,77.616666,Assetz Property Group,Apartment,Semi-furnished,Resale,2515,2,2,2,1,6,13,0,13,2.09,2.42,1.67,3.38,8.7,9,8,53286955,70,51,8.01,0.0781,2023-01-01
BLR-21969,JP Nagar,12.918356,77.588925,Salarpuria Sattva,Apartment,Semi-furnished,Ready to Move,2825,2,1,2,0,3,8,9,3,4.21,4.45,2.31,5.95,7.4,7,8,25711322,63,33,11.92,0.0974,2020-04-22
BLR-21970,Marathahalli,12.958834,77.69816,Lodha Group,Apartment,Fully-furnished,New Launch,2789,2,1,1,1,5,20,3,10,4.59,3.04,8.98,11.31,6.5,9,4,26715672,70,59,9.61,0.1318,2024-05-18
BLR-21971,Sarjapur Road,12.899476,77.685983,Salarpuria Sattva,Apartment,Unfurnished,Ready to Move,2814,5,4,1,0,10,22,4,17,4.22,2.84,5.41,12.74,6.4,5,10,27412602,66,29,12.91,0.1369,2024-01-29
BLR-21972,Yelahanka,13.089469,77.596008,Lodha Group,Apartment,Unfurnished,New Launch,2643,5,4,1,0,1,7,0,12,11.91,6.79,9.06,13.11,3.3,7,7,19261658,38,86,15.37,0.1508,2024-02-03
BLR-21973,Malleswaram,13.010855,77.564568,Sobha Ltd,Apartment,Semi-furnished,Ready to Move,1544,2,2,1,1,1,10,6,8,0.68,7.28,5.28,5.44,8.9,9,10,27488150,95,31,5.12,0.0747,2022-01-24
BLR-21974,Rajajinagar,12.999835,77.557175,Brigade Group,Villa,Fully-furnished,Ready to Move,1862,4,3,1,1,2,3,6,13,1.53,3.66,3.27,5.13,8.6,6,8,45079172,91,56,7.33,0.0976,2021-03-08
BLR-21975,JP Nagar,12.91561,77.586676,Assetz Property Group,Apartment,Unfurnished,Ready to Move,1557,2,1,2,0,1,8,2,16,2.16,4.17,4.75,6.28,8.2,8,4,19984555,30,50,8.37,0.087,2020-04-20
BLR-21976,Rajajinagar,12.986829,77.554517,Lodha Group,Villa,Semi-furnished,Ready to Move,3701,5,2,3,2,1,2,23,5,0.4,3.78,2.38,4.66,9.1,7,6,61942921,69,93,9.48,0.0967,2024-11-25
BLR-21977,Whitefield,12.981153,77.75773,Sobha Ltd,Builder Floor,Unfurnished,New Launch,1703,5,5,2,0,2,14,22,11,4.66,7.53,1.84,17.71,5.5,9,4,16231318,65,38,15.51,0.096,2024-11-20
BLR-21978,Jayanagar,12.92395,77.593826,Salarpuria Sattva,Builder Floor,Semi-furnished,New Launch,1487,2,2,2,0,2,4,9,20,1.45,6.64,7.88,5.3,8.6,10,8,25940397,98,76,4.24,0.086,2020-07-02
BLR-21979,Yelahanka,13.111723,77.607136,Godrej Properties,Apartment,Semi-furnished,Resale,1267,1,1,0,1,4,18,1,14,10.94,1.62,7.89,15.64,3.3,5,5,11829012,76,39,14.47,0.1464,2021-09-29
BLR-21980,BTM Layout,12.926072,77.607466,Prestige Group,Villa,Fully-furnished,Resale,4508,5,4,1,2,2,4,2,15,2.53,7.72,4.31,5.25,8.2,6,6,85095141,95,76,9.49,0.0846,2022-01-17
BLR-21981,HSR Layout,12.918034,77.645268,Shriram Properties,Builder Floor,Unfurnished,Resale,1349,3,3,1,1,4,16,4,14,0.58,3.05,0.59,8.1,8.6,6,4,18305440,93,94,7.73,0.0712,2020-01-11
BLR-21982,BTM Layout,12.914881,77.617852,Puravankara,Apartment,Unfurnished,Resale,1065,1,1,1,1,17,23,20,15,0.34,2.17,5.59,6.79,8.8,5,7,13375749,77,55,13.66,0.0912,2024-08-31
BLR-21983,Sarjapur Road,12.892534,77.688139,Brigade Group,Apartment,Semi-furnished,New Launch,892,1,1,1,1,5,7,19,5,3.51,2.83,5.67,13.42,6.6,10,10,7129667,41,70,11.3,0.1336,2023-03-25
BLR-21984,Whitefield,12.97697,77.75386,Prestige Group,Villa,Unfurnished,Resale,2261,4,4,3,1,1,2,11,17,0.72,2.01,6.42,17.27,7.1,5,4,33327885,61,37,9.33,0.133,2024-05-01
BLR-21985,BTM Layout,12.903077,77.622835,Prestige Group,Villa,Fully-furnished,Resale,2794,3,2,3,1,3,2,8,18,3.48,5.77,7.12,8.21,7.4,5,7,42300100,93,68,9.76,0.1284,2024-07-20
BLR-21986,Bannerghatta Road,12.869549,77.595629,Salarpuria Sattva,Apartment,Unfurnished,Ready to Move,2249,4,4,1,1,16,23,8,18,4.5,1.24,6.97,11.35,6.5,10,10,17559532,73,26,15.43,0.1489,2023-05-24
BLR-21987,Bannerghatta Road,12.866721,77.602749,Mantri Developers,Apartment,Semi-furnished,Ready to Move,855,2,2,2,1,5,5,22,5,5.67,3.9,9.07,11.7,6.0,10,4,6480397,61,40,11.39,0.1444,2020-11-24
BLR-21988,Jayanagar,12.914981,77.575341,Puravankara,Apartment,Semi-furnished,New Launch,1658,2,1,2,0,4,13,9,16,2.26,2.82,6.79,6.63,8.1,8,10,27095982,71,93,5.75,0.0532,2021-10-11
BLR-21989,Malleswaram,13.010445,77.563744,Salarpuria Sattva,Builder Floor,Semi-furnished,Ready to Move,2395,5,5,1,0,3,4,9,4,1.93,3.39,0.54,5.46,8.4,5,6,32189449,68,33,4.19,0.0751,2024-03-07
BLR-21990,Whitefield,12.972876,77.736043,Salarpuria Sattva,Apartment,Unfurnished,Ready to Move,2477,5,4,1,1,3,11,24,4,3.17,4.29,7.19,15.33,6.4,9,5,20179403,41,36,13.08,0.0941,2022-06-03
BLR-21991,Rajajinagar,12.998578,77.547862,Shriram Properties,Villa,Semi-furnished,Resale,4129,4,4,1,2,1,3,17,16,2.37,6.71,3.69,5.89,8.2,10,5,57167165,76,74,6.83,0.0712,2023-09-05
BLR-21992,Electronic City,12.851294,77.652949,Shriram Properties,Builder Floor,Fully-furnished,Resale,2216,3,2,0,0,2,18,10,10,5.5,1.32,1.61,14.8,5.6,5,7,14775044,49,66,14.16,0.1229,2023-08-19
BLR-21993,Electronic City,12.855363,77.670741,Mantri Developers,Apartment,Semi-furnished,Resale,1391,1,1,1,1,19,21,9,6,4.56,7.19,9.25,15.33,5.9,10,8,10340981,66,80,17.8,0.1518,2020-03-06
BLR-21994,Indiranagar,12.979466,77.626921,Salarpuria Sattva,Apartment,Semi-furnished,Ready to Move,1092,3,3,0,1,11,14,11,9,2.88,3.67,4.23,3.61,8.3,8,4,20275475,76,95,11.16,0.082,2024-03-20
BLR-21995,Rajajinagar,12.997217,77.551925,Godrej Properties,Builder Floor,Unfurnished,Resale,2762,4,3,1,0,1,22,6,10,2.72,1.19,6.56,5.43,8.1,10,10,37555831,96,81,8.67,0.0449,2022-10-24
BLR-21996,Koramangala,12.932873,77.634261,Godrej Properties,Apartment,Fully-furnished,Ready to Move,1047,1,1,0,0,1,23,17,5,0.76,6.82,9.95,6.08,8.8,8,9,18748370,95,92,4.35,0.0769,2024-11-18
BLR-21997,JP Nagar,12.901829,77.596243,Sobha Ltd,Builder Floor,Unfurnished,New Launch,1192,3,2,1,0,11,23,16,15,3.25,5.04,1.6,7.76,7.5,7,8,12521902,42,54,12.88,0.074,2022-11-04
BLR-21998,BTM Layout,12.917673,77.615849,Mantri Developers,Apartment,Unfurnished,New Launch,1535,5,5,0,0,11,22,15,12,2.21,2.82,2.88,6.42,8.2,8,6,17838523,57,29,8.67,0.0701,2021-02-10
BLR-21999,Sarjapur Road,12.909753,77.690611,Brigade Group,Apartment,Semi-furnished,Resale,932,2,2,0,0,6,9,15,13,7.6,4.52,3.72,12.47,5.1,8,10,9947913,80,50,11.59,0.1377,2021-11-22
BLR-22000,Yelahanka,13.112269,77.581583,Assetz Property Group,Villa,Semi-furnished,New Launch,2681,4,3,2,1,3,2,5,15,7.36,2.03,1.68,15.71,4.7,7,4,26316881,69,26,18.17,0.1436,2021-04-08
BLR-22001,Kanakapura Road,12.873085,77.560191,Mantri Developers,Apartment,Unfurnished,Ready to Move,1138,3,2,0,1,4,18,13,19,7.42,5.56,1.77,11.57,5.3,8,5,8126272,74,50,18.81,0.1735,2024-11-14
BLR-22002,Marathahalli,12.950659,77.690246,Prestige Group,Villa,Semi-furnished,Ready to Move,3697,3,3,3,1,3,2,15,20,3.28,0.24,2.65,10.62,7.1,10,4,41252051,72,74,9.55,0.0943,2024-01-23
BLR-22003,Yelahanka,13.101939,77.606602,Puravankara,Apartment,Fully-furnished,Resale,1755,5,5,0,1,5,12,9,18,8.39,6.69,9.81,14.55,4.5,6,10,14367841,68,29,16.11,0.1481,2023-12-25
BLR-22004,Basavanagudi,12.952767,77.584338,Mantri Developers,Apartment,Semi-furnished,Ready to Move,1673,2,2,0,1,19,20,17,20,2.69,0.96,9.19,2.37,8.6,9,5,21000646,95,61,9.32,0.0745,2024-10-05
BLR-22005,Jayanagar,12.910256,77.577978,Assetz Property Group,Apartment,Fully-furnished,Ready to Move,1933,4,3,1,1,1,4,12,13,1.08,0.29,4.64,7.05,8.5,7,10,33618051,37,55,5.14,0.0775,2021-08-22
BLR-22006,KR Puram,12.995925,77.702609,Salarpuria Sattva,Apartment,Unfurnished,Ready to Move,2916,2,1,0,0,4,14,8,18,6.73,0.58,6.32,12.01,5.5,8,6,15528677,55,38,17.64,0.1304,2022-08-25
BLR-22007,Hennur,13.036361,77.629075,Salarpuria Sattva,Apartment,Unfurnished,Resale,826,1,1,1,0,20,22,21,20,5.9,2.03,1.32,8.11,6.4,6,7,7870322,41,82,13.86,0.1067,2020-07-27
BLR-22008,Malleswaram,13.005492,77.56009,Godrej Properties,Apartment,Fully-furnished,Resale,2273,4,4,0,0,5,16,14,19,1.79,2.5,5.42,5.31,8.5,7,9,39924711,69,68,7.07,0.0671,2020-11-07
BLR-22009,Rajajinagar,13.000906,77.566981,Sobha Ltd,Apartment,Semi-furnished,New Launch,1606,2,1,0,0,1,3,9,2,2.54,5.4,3.7,4.42,8.3,6,9,21353609,84,77,4.65,0.0518,2023-05-29
BLR-22010,Marathahalli,12.946215,77.689616,Prestige Group,Apartment,Fully-furnished,Resale,1672,4,4,1,1,10,24,22,11,4.92,3.58,6.79,10.68,6.4,9,9,17223782,41,41,13.24,0.1137,2020-12-31
BLR-22011,Hebbal,13.028792,77.587765,Lodha Group,Apartment,Fully-furnished,Resale,1164,1,1,0,1,11,17,9,20,0.54,5.81,5.14,6.4,8.8,10,9,17309981,36,90,11.99,0.109,2021-04-09
BLR-22012,Hennur,13.040615,77.648234,Assetz Property Group,Apartment,Unfurnished,Ready to Move,549,1,1,0,0,4,5,17,15,3.57,3.41,9.58,9.63,7.1,5,8,4654691,88,28,13.32,0.1109,2021-05-28
BLR-22013,Kanakapura Road,12.871284,77.552426,Godrej Properties,Plot,Unfurnished,New Launch,2972,0,0,0,2,0,0,14,10,3.25,3.51,9.54,12.05,6.9,7,8,12312801,64,32,18.53,0.1304,2022-10-09
BLR-22014,Basavanagudi,12.927722,77.571434,Prestige Group,Apartment,Unfurnished,Ready to Move,1018,2,1,0,0,17,17,5,6,0.7,6.64,7.96,5.49,8.9,9,10,18044740,54,75,5.41,0.075,2024-03-28
BLR-22015,Malleswaram,12.996255,77.577321,Sobha Ltd,Apartment,Fully-furnished,Resale,920,1,1,2,0,20,23,1,9,2.96,1.7,2.0,3.32,8.3,5,6,18635813,67,49,3.1,0.0386,2022-11-05
BLR-22016,Rajajinagar,12.993221,77.558308,Lodha Group,Plot,Semi-furnished,Resale,2736,0,0,0,2,0,0,12,15,2.23,2.76,8.96,4.61,8.4,8,6,26117701,77,52,8.7,0.0516,2022-05-17
BLR-22017,Yelahanka,13.086046,77.605709,Brigade Group,Apartment,Semi-furnished,Ready to Move,717,1,1,0,1,9,18,17,2,10.91,7.32,4.6,12.78,3.7,6,4,4731815,59,49,19.13,0.1405,2023-07-16
