property_id,location,latitude,longitude,builder_name,property_type,furnishing,listing_type,sqft,bedrooms,bathrooms,balconies,parking,floor,total_floors,age,amenities_count,distance_metro,distance_school,distance_hospital,distance_cbd,connectivity_score,safety_score,school_score,price,demand_score,liquidity_score,roi,market_trend,listing_date,price_per_sqft,listing_year,listing_month,location_score,amenity_index,age_bucket,trend_category,distance_composite,proximity_score,roi_estimate,furnish_numeric,luxury_score,value_ratio,location_encoded,builder_name_encoded,property_type_encoded,furnishing_encoded,listing_type_encoded,trend_category_encoded,predicted_price,price_gap,price_gap_pct,cluster,segment_label,valuation_label,sell_signal
BLR-25548,Kanakapura Road,12.861933,77.551334,Salarpuria Sattva,Apartment,Unfurnished,New Launch,2887,4,4,2,1,1,13,23,8,7.97,1.76,9.88,13.06,4.9,7,7,15394262,41,69,18.46,0.1265,2021-10-02,5332.27,2021,10,6.16,0.4,4,Warm,8.382,3.8,16.77,0,0.423,1.16,12,7,0,2,0,3,15603667.0,-209405.0,-1.34,2,Budget,Fair Value,BUY
BLR-25560,Kanakapura Road,12.875815,77.570343,Brigade Group,Villa,Unfurnished,Resale,2955,3,3,1,2,2,3,21,11,8.68,6.25,3.51,10.97,4.9,5,10,22110912,47,57,18.16,0.18,2020-10-09,7482.54,2020,10,6.46,0.55,4,Hot,7.732,4.28,22.06,0,0.465,1.665,12,1,4,2,2,2,21626546.0,484366.0,2.24,2,Budget,Fair Value,STRONG BUY
BLR-25591,Kanakapura Road,12.870504,77.558002,Lodha Group,Plot,Semi-furnished,Resale,1132,0,0,0,1,0,0,22,18,6.71,7.4,8.24,11.92,5.5,7,5,6354985,91,48,18.09,0.1251,2021-04-09,5613.94,2021,4,5.8,0.9,4,Warm,8.456,3.75,18.5,1,0.443,0.479,12,3,3,1,2,3,6466361.5,-111376.5,-1.72,2,Budget,Fair Value,STRONG BUY
BLR-25603,Kanakapura Road,12.883223,77.566741,Prestige Group,Apartment,Fully-furnished,New Launch,1226,3,3,1,0,5,11,25,11,5.31,7.2,7.2,10.28,6.3,7,9,8847583,81,66,18.61,0.1229,2022-09-21,7216.63,2022,9,7.32,0.55,4,Warm,7.308,4.59,18.32,2,0.461,0.666,12,5,0,0,0,3,9116315.0,-268732.0,-2.95,2,Budget,Fair Value,STRONG BUY
BLR-25610,Kanakapura Road,12.856226,77.545869,Assetz Property Group,Apartment,Unfurnished,Resale,1276,2,1,1,0,3,13,16,2,3.98,0.64,2.86,13.87,6.3,7,10,6815125,69,25,14.21,0.1321,2020-12-19,5341.01,2020,12,7.62,0.1,3,Warm,5.56,5.89,17.41,0,0.152,0.513,12,0,0,2,2,3,6826385.5,-11260.5,-0.16,3,Premium,Fair Value,BUY
BLR-25655,Kanakapura Road,12.864461,77.552933,Salarpuria Sattva,Builder Floor,Fully-furnished,New Launch,625,3,3,1,1,9,22,12,7,6.86,3.63,0.44,12.74,5.3,6,6,5118815,91,75,15.41,0.1416,2020-11-09,8190.1,2020,11,5.72,0.35,3,Hot,6.4,5.27,20.96,2,0.425,0.386,12,7,1,0,0,2,5433917.0,-315102.0,-5.8,2,Budget,Fair Value,STRONG BUY
BLR-25685,Kanakapura Road,12.857367,77.551151,Lodha Group,Plot,Unfurnished,Ready to Move,2025,0,0,0,1,0,0,22,17,11.9,0.52,2.16,13.55,3.2,7,9,8594219,43,77,13.84,0.1524,2022-08-31,4244.06,2022,8,6.08,0.85,4,Hot,8.088,4.02,19.7,0,0.384,0.647,12,3,3,2,1,2,8212496.0,381723.0,4.65,2,Budget,Fair Value,BUY
BLR-25697,Kanakapura Road,12.875051,77.565935,Salarpuria Sattva,Villa,Fully-furnished,New Launch,3545,3,3,2,2,1,3,22,4,9.38,1.74,9.97,11.18,4.6,10,4,28574731,76,86,18.97,0.1651,2023-10-17,8060.57,2023,10,6.04,0.2,4,Hot,8.42,3.77,22.89,2,0.663,2.152,12,7,4,0,0,2,28210390.0,364341.0,1.29,2,Budget,Fair Value,STRONG BUY
BLR-25705,Kanakapura Road,12.871432,77.543682,Shriram Properties,Apartment,Unfurnished,Resale,802,1,1,0,1,3,12,10,19,4.17,6.82,6.93,12.43,6.5,9,4,6395761,76,40,12.59,0.1397,2022-10-06,7974.76,2022,10,6.5,0.95,2,Warm,7.317,4.59,18.97,0,0.336,0.482,12,8,0,2,2,3,6597563.0,-201802.0,-3.06,2,Budget,Fair Value,BUY
BLR-25706,Kanakapura Road,12.87532,77.564954,Sobha Ltd,Apartment,Fully-furnished,Resale,2135,4,4,2,0,15,19,14,7,6.72,2.66,0.43,11.18,5.6,7,6,14852969,57,83,14.97,0.1665,2023-10-26,6956.89,2023,10,6.14,0.35,3,Hot,5.765,5.74,21.99,2,0.516,1.119,12,9,0,0,2,2,15273708.0,-420739.0,-2.75,2,Budget,Fair Value,BUY
BLR-25710,Kanakapura Road,12.87761,77.563642,Assetz Property Group,Villa,Semi-furnished,Resale,4472,3,4,3,2,2,4,4,15,4.0,7.65,8.9,10.98,6.8,7,9,36304719,85,33,16.5,0.1585,2021-11-06,8118.23,2021,11,7.52,0.75,1,Hot,7.455,4.49,21.09,1,0.806,2.735,12,0,4,1,2,2,36431692.0,-126973.0,-0.35,1,Emerging High-Growth,Fair Value,STRONG BUY
BLR-25711,Kanakapura Road,12.869948,77.557432,Godrej Properties,Apartment,Semi-furnished,Ready to Move,678,1,1,1,1,10,10,0,8,11.65,3.65,0.95,12.0,3.5,5,10,6626233,54,62,12.81,0.1683,2023-09-06,9773.21,2023,9,5.9,0.4,0,Hot,7.998,4.08,21.39,1,0.341,0.499,12,2,0,1,1,2,6841508.0,-215275.0,-3.15,2,Budget,Fair Value,BUY
BLR-25744,Kanakapura Road,12.878364,77.556771,Mantri Developers,Villa,Semi-furnished,Ready to Move,3942,4,4,2,1,1,3,9,14,5.83,7.82,8.59,11.15,6.0,5,10,35089392,79,95,17.11,0.1753,2021-08-12,8901.42,2021,8,6.9,0.7,2,Hot,8.11,4.0,24.33,1,0.662,2.643,12,4,4,1,1,2,34797100.0,292292.0,0.84,2,Budget,Fair Value,STRONG BUY
BLR-25787,Kanakapura Road,12.879212,77.555981,Godrej Properties,Apartment,Semi-furnished,New Launch,2935,2,2,1,0,1,8,8,9,10.93,1.49,3.31,11.09,4.0,6,9,20250268,36,49,12.46,0.1365,2022-09-02,6899.58,2022,9,6.1,0.45,2,Warm,7.558,4.41,16.92,1,0.439,1.525,12,2,0,1,0,3,20005908.0,244360.0,1.22,2,Budget,Fair Value,HOLD
BLR-25799,Kanakapura Road,12.870149,77.55717,Salarpuria Sattva,Builder Floor,Unfurnished,Resale,1087,1,1,2,0,4,4,18,19,4.72,1.65,4.72,11.99,6.3,5,4,6765996,83,48,16.07,0.1297,2021-01-23,6224.47,2021,1,5.22,0.95,3,Warm,5.924,5.62,18.56,0,0.403,0.51,12,7,1,2,2,3,7191974.0,-425978.0,-5.92,2,Budget,Fair Value,STRONG BUY
BLR-25806,Kanakapura Road,12.867779,77.545113,Sobha Ltd,Apartment,Semi-furnished,New Launch,1916,3,2,0,0,8,8,7,8,9.77,0.51,9.38,12.73,4.2,6,4,12533002,65,47,13.17,0.1677,2021-11-22,6541.23,2021,11,4.68,0.4,2,Hot,8.58,3.65,21.43,1,0.315,0.944,12,9,0,1,0,2,12526167.0,6835.0,0.05,2,Budget,Fair Value,BUY
BLR-25841,Kanakapura Road,12.865349,77.560907,Puravankara,Builder Floor,Semi-furnished,Ready to Move,2957,5,4,1,0,7,9,3,18,4.67,5.77,9.54,12.37,6.3,7,8,20952223,53,80,17.59,0.1572,2024-09-08,7085.64,2024,9,7.02,0.9,1,Hot,7.789,4.24,20.77,1,0.552,1.578,12,6,1,1,1,2,20766448.0,185775.0,0.89,2,Budget,Fair Value,STRONG BUY
BLR-25843,Kanakapura Road,12.869416,77.569355,Shriram Properties,Villa,Fully-furnished,Ready to Move,2938,4,2,1,2,3,3,8,17,11.87,2.48,3.03,11.69,3.5,9,4,28046068,58,90,14.68,0.1523,2024-11-16,9545.97,2024,11,5.3,0.85,2,Hot,8.179,3.95,20.83,2,0.739,2.112,12,8,4,0,1,2,27451912.0,594156.0,2.16,2,Budget,Fair Value,BUY
BLR-25849,Kanakapura Road,12.862629,77.57183,Assetz Property Group,Apartment,Unfurnished,New Launch,1264,2,2,2,0,16,21,22,16,8.97,2.51,2.06,12.37,4.6,5,9,8852050,35,69,12.19,0.1287,2022-07-09,7003.2,2022,7,6.04,0.8,4,Warm,7.146,4.71,16.69,0,0.376,0.667,12,0,0,2,0,3,8421420.0,430630.0,5.11,2,Budget,Fair Value,HOLD
BLR-25864,Kanakapura Road,12.865865,77.546197,Shriram Properties,Apartment,Fully-furnished,Resale,589,2,2,0,1,9,17,23,19,6.69,4.66,4.85,12.87,5.4,9,9,6687771,74,61,12.47,0.1309,2021-10-22,11354.45,2021,10,7.56,0.95,4,Warm,7.461,4.48,18.62,2,0.523,0.504,12,8,0,0,2,3,6642808.5,44962.5,0.68,3,Premium,Fair Value,BUY
BLR-25865,Kanakapura Road,12.875042,77.56306,Brigade Group,Apartment,Semi-furnished,Ready to Move,2544,2,1,0,1,3,3,3,5,6.9,4.98,6.69,11.27,5.5,7,6,18621098,42,29,17.98,0.1726,2022-04-03,7319.61,2022,4,6.1,0.25,1,Hot,7.566,4.4,20.23,1,0.365,1.403,12,1,0,1,1,2,17940092.0,681006.0,3.8,2,Budget,Fair Value,STRONG BUY
BLR-25897,Kanakapura Road,12.860952,77.564557,Brigade Group,Villa,Fully-furnished,New Launch,3893,4,3,3,1,1,4,20,7,6.06,5.5,9.77,12.73,5.7,9,8,33271514,97,63,14.53,0.1344,2020-12-14,8546.5,2020,12,7.38,0.35,3,Warm,8.358,3.82,20.18,2,0.721,2.506,12,1,4,0,0,3,33125952.0,145562.0,0.44,1,Emerging High-Growth,Fair Value,BUY
BLR-25933,Kanakapura Road,12.86589,77.570252,Assetz Property Group,Apartment,Semi-furnished,Ready to Move,2762,4,3,0,0,2,21,7,12,3.92,2.45,4.34,12.05,6.6,6,8,17725141,85,85,16.92,0.1322,2020-07-15,6417.5,2020,7,6.84,0.6,2,Warm,5.742,5.75,20.02,1,0.416,1.335,12,0,0,1,1,3,17998526.0,-273385.0,-1.52,2,Budget,Fair Value,STRONG BUY
BLR-25946,Kanakapura Road,12.870437,77.568555,Brigade Group,Apartment,Unfurnished,Resale,649,2,2,1,0,10,10,18,19,11.31,1.4,3.89,11.6,3.7,7,6,6073017,92,91,12.5,0.152,2020-08-14,9357.5,2020,8,5.38,0.95,3,Hot,7.917,4.14,22.53,0,0.326,0.457,12,1,0,2,2,2,6281006.5,-207989.5,-3.31,2,Budget,Fair Value,STRONG BUY
BLR-25986,Kanakapura Road,12.87958,77.571164,Lodha Group,Apartment,Unfurnished,Resale,2129,5,4,0,0,2,9,6,8,4.76,0.28,1.18,10.54,6.5,9,6,12337884,73,46,16.93,0.1628,2022-09-15,5795.15,2022,9,7.1,0.4,2,Hot,4.593,6.6,21.31,0,0.228,0.929,12,3,0,2,2,2,12612420.0,-274536.0,-2.18,2,Budget,Fair Value,STRONG BUY
BLR-25993,Kanakapura Road,12.881604,77.567938,Salarpuria Sattva,Plot,Unfurnished,Resale,1906,0,0,0,2,0,0,10,16,4.68,7.26,4.0,10.42,6.6,9,4,8385173,77,26,12.89,0.1776,2020-05-22,4399.36,2020,5,6.54,0.8,2,Hot,6.495,5.2,22.39,0,0.414,0.632,12,7,3,2,2,2,8746041.0,-360868.0,-4.13,2,Budget,Fair Value,STRONG BUY
BLR-25997,Kanakapura Road,12.861183,77.56096,Assetz Property Group,Plot,Semi-furnished,Ready to Move,653,0,0,0,1,0,0,20,9,8.55,0.29,5.25,12.81,4.7,7,10,3337236,58,85,17.03,0.1538,2023-06-02,5110.62,2023,6,6.98,0.45,3,Hot,7.303,4.6,20.83,1,0.302,0.251,12,0,3,1,1,2,3386808.5,-49572.5,-1.46,2,Budget,Fair Value,STRONG BUY
BLR-26018,Kanakapura Road,12.867973,77.561167,Assetz Property Group,Apartment,Unfurnished,New Launch,1709,4,4,0,0,6,12,1,10,5.74,3.72,2.67,12.08,5.9,10,7,13257901,80,52,14.43,0.1227,2024-12-12,7757.7,2024,12,7.46,0.5,0,Warm,6.307,5.34,17.83,0,0.228,0.999,12,0,0,2,0,3,13139230.0,118671.0,0.9,3,Premium,Fair Value,BUY
BLR-26027,Kanakapura Road,12.874721,77.565496,Puravankara,Apartment,Semi-furnished,Resale,521,2,1,2,0,1,3,0,11,4.16,5.02,0.99,11.22,6.7,10,4,5684927,30,69,13.48,0.1771,2021-11-17,10911.57,2021,11,6.88,0.55,0,Hot,5.463,5.96,21.28,1,0.369,0.428,12,6,0,1,2,2,5653602.5,31324.5,0.55,0,Mid-range,Fair Value,BUY
BLR-26060,Kanakapura Road,12.861947,77.5572,Sobha Ltd,Apartment,Semi-furnished,Ready to Move,1777,2,2,1,1,15,19,14,15,7.32,3.46,6.51,12.85,5.1,7,10,13670768,32,80,14.86,0.1422,2022-08-02,7693.17,2022,8,7.14,0.75,3,Hot,7.768,4.25,18.22,1,0.494,1.03,12,9,0,1,1,2,13210485.0,460283.0,3.48,0,Mid-range,Fair Value,BUY
BLR-26067,Kanakapura Road,12.875408,77.56023,Assetz Property Group,Apartment,Semi-furnished,Ready to Move,779,2,1,2,1,15,15,10,17,5.45,1.28,3.01,11.33,6.1,10,6,7230078,57,52,17.77,0.1649,2024-05-03,9281.23,2024,5,7.24,0.85,2,Hot,5.598,5.86,20.9,1,0.509,0.545,12,0,0,1,1,2,7671605.5,-441527.5,-5.76,2,Budget,Fair Value,STRONG BUY
BLR-26071,Kanakapura Road,12.859113,77.558145,Shriram Properties,Apartment,Unfurnished,Ready to Move,2565,4,4,2,0,6,8,4,12,3.37,1.86,8.19,13.12,6.7,9,10,18188771,67,55,17.28,0.1746,2022-10-13,7091.14,2022,10,8.38,0.6,1,Hot,6.47,5.21,22.46,0,0.404,1.37,12,8,0,2,1,2,17330226.0,858545.0,4.95,3,Premium,Fair Value,STRONG BUY
BLR-26131,Kanakapura Road,12.881339,77.560506,Puravankara,Apartment,Semi-furnished,Resale,1274,2,2,0,1,9,9,19,19,7.79,6.2,8.71,10.7,5.3,7,9,9331908,34,40,12.09,0.1635,2024-07-08,7324.89,2024,7,6.92,0.95,3,Hot,8.384,3.8,19.25,1,0.464,0.703,12,6,0,1,2,2,8997593.0,334315.0,3.72,0,Mid-range,Fair Value,BUY
BLR-26150,Kanakapura Road,12.882313,77.544801,Assetz Property Group,Apartment,Fully-furnished,Resale,2559,3,3,0,0,8,10,16,10,3.12,1.19,9.21,11.3,7.1,5,6,15021656,91,51,18.45,0.1287,2023-05-27,5870.13,2023,5,6.14,0.5,3,Warm,5.997,5.56,18.95,2,0.479,1.131,12,0,0,0,2,3,15052175.0,-30519.0,-0.2,2,Budget,Fair Value,STRONG BUY
BLR-26152,Kanakapura Road,12.866097,77.546967,Mantri Developers,Apartment,Unfurnished,Ready to Move,1817,5,4,1,0,3,12,16,8,8.27,2.67,2.57,12.82,4.8,5,8,11239866,75,38,18.59,0.144,2024-06-15,6185.95,2024,6,5.82,0.4,3,Hot,7.148,4.71,19.29,0,0.259,0.847,12,4,0,2,1,2,11018097.0,221769.0,2.01,2,Budget,Fair Value,STRONG BUY
BLR-26171,Kanakapura Road,12.865923,77.547699,Shriram Properties,Builder Floor,Semi-furnished,Ready to Move,2153,5,4,1,0,23,24,9,6,11.85,1.18,8.32,12.8,3.3,6,4,14896322,45,76,18.75,0.1783,2021-03-07,6918.87,2021,3,4.32,0.3,2,Hot,9.247,3.16,22.36,1,0.354,1.122,12,8,1,1,1,2,14590611.0,305711.0,2.1,2,Budget,Fair Value,STRONG BUY
BLR-26172,Kanakapura Road,12.877343,77.544568,Assetz Property Group,Apartment,Fully-furnished,New Launch,2324,5,4,2,0,7,19,6,19,11.03,0.92,3.47,11.8,3.8,9,8,19952146,57,46,14.84,0.1497,2022-06-22,8585.26,2022,6,6.62,0.95,2,Hot,7.688,4.31,19.2,2,0.677,1.503,12,0,0,0,0,2,19558094.0,394052.0,2.01,2,Budget,Fair Value,BUY
BLR-26187,Kanakapura Road,12.860828,77.559414,Salarpuria Sattva,Apartment,Fully-furnished,New Launch,2043,2,1,1,1,6,6,6,5,6.86,1.35,7.66,12.89,5.3,8,9,13402451,66,61,18.07,0.1721,2020-01-31,6560.18,2020,1,7.22,0.25,2,Hot,7.426,4.51,22.34,2,0.485,1.01,12,7,0,0,0,2,14500883.0,-1098432.0,-7.57,2,Budget,Fair Value,STRONG BUY
BLR-26202,Kanakapura Road,12.867007,77.544642,Lodha Group,Villa,Unfurnished,Resale,1929,3,2,3,2,2,2,3,12,9.18,2.61,8.63,12.83,4.4,7,4,19290814,95,64,18.71,0.1464,2021-07-14,10000.42,2021,7,5.06,0.6,1,Hot,8.668,3.59,21.31,0,0.516,1.453,12,3,4,2,2,2,19053788.0,237026.0,1.24,2,Budget,Fair Value,STRONG BUY
BLR-26205,Kanakapura Road,12.870396,77.563218,Prestige Group,Apartment,Semi-furnished,Resale,1428,1,1,0,0,9,25,16,3,10.83,7.8,3.17,11.76,3.9,6,5,7480740,42,77,15.19,0.1399,2020-02-02,5238.61,2020,2,4.86,0.15,3,Warm,8.924,3.4,18.4,1,0.223,0.563,12,5,0,1,2,3,7567622.5,-86882.5,-1.15,2,Budget,Fair Value,BUY
BLR-26208,Kanakapura Road,12.878058,77.542858,Puravankara,Apartment,Fully-furnished,Resale,2714,2,2,1,1,10,11,20,13,9.46,2.01,6.2,11.82,4.4,10,4,17569836,32,53,16.37,0.1709,2020-09-25,6473.78,2020,9,5.96,0.65,3,Hot,7.908,4.15,20.28,2,0.625,1.323,12,6,0,0,2,2,16620763.0,949073.0,5.71,2,Budget,Fair Value,BUY
BLR-26218,Kanakapura Road,12.856833,77.54843,Brigade Group,Builder Floor,Fully-furnished,Ready to Move,828,2,2,1,0,9,17,23,19,11.51,1.46,4.14,13.71,3.3,5,10,7396954,79,80,12.38,0.1577,2024-02-18,8933.52,2024,2,5.82,0.95,4,Hot,8.576,3.66,22.12,2,0.537,0.557,12,1,1,0,1,2,7497370.0,-100416.0,-1.34,2,Budget,Fair Value,STRONG BUY
BLR-26225,Kanakapura Road,12.876673,77.563083,Assetz Property Group,Apartment,Semi-furnished,Resale,764,2,1,1,0,2,3,10,8,11.65,4.56,7.28,11.09,3.7,8,7,6016921,51,45,12.6,0.1422,2021-03-29,7875.55,2021,3,5.98,0.4,2,Hot,9.218,3.18,18.12,1,0.296,0.453,12,0,0,1,2,2,6062560.5,-45639.5,-0.75,2,Budget,Fair Value,BUY
BLR-26237,Kanakapura Road,12.88283,77.570101,Salarpuria Sattva,Apartment,Semi-furnished,Ready to Move,2336,5,4,1,1,3,4,25,20,10.17,3.59,5.01,10.22,4.4,7,7,16030504,48,76,17.16,0.175,2022-06-13,6862.37,2022,6,5.96,1.0,4,Hot,7.834,4.21,22.18,1,0.59,1.207,12,7,0,1,1,2,15998982.0,31522.0,0.2,2,Budget,Fair Value,STRONG BUY
BLR-26246,Kanakapura Road,12.879855,77.563503,Brigade Group,Apartment,Fully-furnished,New Launch,2470,4,4,0,0,3,23,25,17,3.01,6.59,3.12,10.74,7.2,5,7,16950535,57,62,18.45,0.1279,2021-04-10,6862.56,2021,4,6.48,0.85,4,Warm,5.68,5.8,17.5,2,0.561,1.277,12,1,0,0,0,3,16932920.0,17615.0,0.1,2,Budget,Fair Value,BUY
BLR-26255,Kanakapura Road,12.874096,77.569765,Mantri Developers,Apartment,Semi-furnished,Resale,2354,5,4,1,0,10,16,20,19,11.49,7.18,0.32,11.17,3.7,6,6,16522477,62,67,12.55,0.1655,2020-03-24,7018.89,2020,3,5.08,0.95,3,Hot,8.314,3.85,21.66,1,0.529,1.245,12,4,0,1,2,2,14695933.0,1826544.0,12.43,2,Budget,Overpriced,BUY
BLR-26266,Kanakapura Road,12.85736,77.551901,Prestige Group,Apartment,Unfurnished,Resale,2370,2,2,0,1,15,20,17,18,3.72,5.99,5.09,13.52,6.5,6,10,13453906,38,76,18.63,0.1721,2022-12-12,5676.75,2022,12,7.4,0.9,3,Hot,6.898,4.9,21.39,0,0.417,1.013,12,5,0,2,2,2,14912779.0,-1458873.0,-9.78,2,Budget,Fair Value,BUY
BLR-26310,Kanakapura Road,12.881799,77.558982,Mantri Developers,Apartment,Unfurnished,Ready to Move,1888,5,5,2,1,5,6,10,2,6.43,0.24,8.64,10.71,5.8,5,6,10967424,75,64,17.74,0.1255,2022-03-01,5809.02,2022,3,5.62,0.1,2,Warm,6.704,5.04,18.22,0,0.288,0.826,12,4,0,2,1,3,11235652.0,-268228.0,-2.39,2,Budget,Fair Value,BUY
BLR-26313,Kanakapura Road,12.872488,77.553579,Prestige Group,Apartment,Semi-furnished,Resale,860,2,2,2,1,16,18,23,13,6.05,5.95,4.86,11.88,5.8,5,6,7428399,66,69,17.6,0.154,2021-02-18,8637.67,2021,2,5.62,0.65,4,Hot,7.25,4.64,20.77,1,0.464,0.56,12,5,0,1,2,2,7347375.0,81024.0,1.1,2,Budget,Fair Value,STRONG BUY
BLR-26335,Kanakapura Road,12.877467,77.571419,Lodha Group,Apartment,Semi-furnished,Ready to Move,1330,2,2,1,0,2,20,13,2,11.57,4.57,2.11,10.76,3.8,8,4,7940955,86,41,17.49,0.1432,2021-12-14,5970.64,2021,12,5.12,0.1,3,Hot,8.076,4.03,19.85,1,0.255,0.598,12,3,0,1,1,2,8014875.5,-73920.5,-0.92,2,Budget,Fair Value,STRONG BUY
BLR-26357,Kanakapura Road,12.873174,77.549577,Assetz Property Group,Plot,Semi-furnished,Resale,649,0,0,0,1,0,0,24,3,5.97,7.77,8.64,11.98,5.8,5,5,2555223,88,39,14.3,0.1321,2021-09-24,3937.17,2021,9,5.32,0.15,4,Warm,8.366,3.81,18.78,1,0.226,0.192,12,0,3,1,2,3,2681296.8,-126073.79999999981,-4.7,2,Budget,Fair Value,BUY
BLR-26360,Kanakapura Road,12.883301,77.56479,Mantri Developers,Apartment,Semi-furnished,Resale,2207,2,2,2,0,1,4,21,14,11.25,2.09,6.34,10.34,3.9,5,5,11797790,75,52,16.2,0.1229,2021-01-07,5345.62,2021,1,4.56,0.7,4,Warm,8.208,3.93,17.6,1,0.507,0.889,12,4,0,1,2,3,12282157.0,-484367.0,-3.94,2,Budget,Fair Value,BUY
BLR-26421,Kanakapura Road,12.865809,77.569743,Puravankara,Builder Floor,Unfurnished,Ready to Move,685,1,1,0,0,5,8,2,11,9.74,7.59,3.14,12.07,4.3,6,6,5358518,50,68,14.08,0.1683,2022-02-25,7822.65,2022,2,5.32,0.55,0,Hot,8.572,3.66,21.37,0,0.179,0.404,12,6,1,2,1,2,5613788.5,-255270.5,-4.55,2,Budget,Fair Value,BUY
BLR-26433,Kanakapura Road,12.856176,77.555318,Assetz Property Group,Apartment,Fully-furnished,Resale,2367,3,3,1,1,7,14,15,20,5.96,3.03,3.96,13.52,5.6,6,6,17393656,76,53,16.65,0.1372,2023-04-12,7348.4,2023,4,5.84,1.0,3,Warm,6.864,4.92,19.11,2,0.692,1.31,12,0,0,0,2,3,16141053.0,1252603.0,7.76,2,Budget,Fair Value,STRONG BUY
BLR-26441,Kanakapura Road,12.878786,77.565531,Prestige Group,Villa,Unfurnished,Ready to Move,4111,3,4,3,1,2,3,7,8,11.93,7.9,2.24,10.79,3.6,9,4,35638080,33,43,13.9,0.1664,2023-12-17,8668.96,2023,12,5.34,0.4,2,Hot,8.901,3.42,19.58,0,0.547,2.684,12,5,4,2,1,2,35508320.0,129760.0,0.37,2,Budget,Fair Value,BUY
BLR-26464,Kanakapura Road,12.875839,77.547744,Prestige Group,Apartment,Fully-furnished,New Launch,1886,2,2,2,0,4,17,16,9,9.1,1.5,5.45,11.8,4.6,7,8,11872700,30,35,14.15,0.1761,2020-04-18,6295.17,2020,4,6.34,0.45,3,Hot,7.525,4.43,20.16,2,0.526,0.894,12,5,0,0,0,2,12358826.0,-486126.0,-3.93,2,Budget,Fair Value,BUY
BLR-26482,Kanakapura Road,12.871657,77.546332,Puravankara,Apartment,Semi-furnished,Ready to Move,2548,2,1,1,1,2,20,9,2,7.8,0.63,8.55,12.28,5.0,8,9,14465371,40,45,14.63,0.1792,2022-10-15,5677.15,2022,10,7.1,0.1,2,Hot,7.636,4.35,21.27,1,0.378,1.09,12,6,0,1,1,2,14910495.0,-445124.0,-2.99,0,Mid-range,Fair Value,BUY
BLR-26524,Kanakapura Road,12.865297,77.551192,Mantri Developers,Builder Floor,Semi-furnished,New Launch,2446,2,1,2,0,14,25,10,5,6.33,1.05,3.4,12.72,5.6,6,4,14359191,42,39,14.66,0.1447,2024-07-09,5870.48,2024,7,5.24,0.25,2,Hot,6.286,5.35,17.74,1,0.409,1.082,12,4,1,1,0,2,14248988.0,110203.0,0.77,2,Budget,Fair Value,BUY
BLR-26549,Kanakapura Road,12.87503,77.556809,Assetz Property Group,Apartment,Semi-furnished,Resale,2336,2,1,0,1,17,25,6,8,10.38,5.3,6.8,11.49,4.1,7,4,16807957,39,48,14.18,0.1395,2020-02-25,7195.19,2020,2,4.94,0.4,2,Warm,8.926,3.4,17.34,1,0.39,1.266,12,0,0,1,2,3,16205710.0,602247.0,3.72,2,Budget,Fair Value,HOLD
BLR-26574,Kanakapura Road,12.856176,77.554824,Salarpuria Sattva,Apartment,Unfurnished,New Launch,1700,3,2,0,1,5,6,11,8,3.49,0.48,8.34,13.54,6.6,10,9,9750358,30,88,18.41,0.1496,2023-06-25,5735.5,2023,6,8.34,0.4,3,Hot,6.37,5.29,19.1,0,0.252,0.734,12,7,0,2,0,2,10029279.0,-278921.0,-2.78,0,Mid-range,Fair Value,BUY
BLR-26622,Kanakapura Road,12.872054,77.558193,Shriram Properties,Apartment,Semi-furnished,New Launch,573,2,1,2,1,2,6,13,4,6.99,5.43,5.4,11.75,5.4,10,5,4296025,79,86,16.21,0.1708,2021-08-23,7497.43,2021,8,6.66,0.2,3,Hot,7.55,4.42,23.61,1,0.334,0.324,12,8,0,1,0,2,4386686.0,-90661.0,-2.07,2,Budget,Fair Value,STRONG BUY
BLR-26638,Kanakapura Road,12.858399,77.56705,Brigade Group,Penthouse,Semi-furnished,New Launch,4414,4,3,2,2,27,27,17,6,4.06,2.02,4.0,12.94,6.4,6,7,40188233,36,33,15.53,0.1578,2023-04-22,9104.72,2023,4,6.46,0.3,3,Hot,5.86,5.67,18.57,1,0.64,3.027,12,1,2,1,0,2,39937640.0,250593.0,0.63,2,Budget,Fair Value,BUY
BLR-26680,Kanakapura Road,12.870436,77.552603,Brigade Group,Apartment,Fully-furnished,Ready to Move,2219,3,2,0,1,11,13,1,17,10.15,5.18,7.33,12.13,4.1,9,4,21115257,92,95,15.03,0.1787,2020-09-09,9515.66,2020,9,5.54,0.85,0,Hot,9.087,3.28,25.32,2,0.596,1.59,12,1,0,0,1,2,21097866.0,17391.0,0.08,2,Budget,Fair Value,STRONG BUY
BLR-26722,Kanakapura Road,12.880551,77.572652,Puravankara,Apartment,Unfurnished,Ready to Move,2089,5,5,0,0,2,23,24,11,4.85,6.35,1.05,10.4,6.5,5,7,12563655,63,46,17.17,0.137,2020-08-21,6014.2,2020,8,6.2,0.55,4,Warm,5.778,5.73,18.23,0,0.263,0.946,12,6,0,2,1,3,12585966.0,-22311.0,-0.18,2,Budget,Fair Value,BUY
